triplet_id,variant_type,input_hinglish,llama_translation,reference_en
473,base,browser ka extension update automatically install hua,The browser's extension is automatically updated and installed.,browser ka extension update automatically install hua
473,topic_fronting,extension update automatically install hua browser ka,The browser's extension will be automatically updated.,browser ka extension update automatically install hua
473,emphasis_shift,automatically install hua browser ka extension update,The browser will automatically install its extension updates.,browser ka extension update automatically install hua
474,base,phone ka screen calibration off lag raha,The phone's screen calibration is not working properly.,phone ka screen calibration off lag raha
474,topic_fronting,screen calibration off lag raha phone ka,The phone's screen is lagging due to screen calibration being turned off.,phone ka screen calibration off lag raha
474,emphasis_shift,off lag raha phone ka screen calibration,The phone's screen is lagging due to calibration issues.,phone ka screen calibration off lag raha
475,base,system ka startup time noticeably increase hua,The system's startup time has noticeably increased.,system ka startup time noticeably increase hua
475,topic_fronting,startup time noticeably increase hua system ka,The system's startup time has noticeably increased.,system ka startup time noticeably increase hua
475,emphasis_shift,noticeably increase hua system ka startup time,This noticeably increases the system's startup time.,system ka startup time noticeably increase hua
476,base,exam ka result announcement date shift ho gaya,The exam result announcement date has been rescheduled.,exam ka result announcement date shift ho gaya
476,topic_fronting,result announcement date shift ho gaya exam ka,The exam result announcement date has been shifted.,exam ka result announcement date shift ho gaya
476,emphasis_shift,shift ho gaya exam ka result announcement date,The exam result announcement date has been shifted.,exam ka result announcement date shift ho gaya
477,base,course ka feedback form anonymous raha,The course feedback form remained anonymous.,course ka feedback form anonymous raha
477,topic_fronting,feedback form anonymous raha course ka,The feedback form will be anonymous for the course.,course ka feedback form anonymous raha
477,emphasis_shift,anonymous raha course ka feedback form,The feedback form for the course remained anonymous.,course ka feedback form anonymous raha
478,base,lecture ka slide deck revised version upload hua,The revised version of the lecture's slide deck has been uploaded.,lecture ka slide deck revised version upload hua
478,topic_fronting,slide deck revised version upload hua lecture ka,The revised version of the slide deck has been uploaded for the lecture.,lecture ka slide deck revised version upload hua
478,emphasis_shift,revised version upload hua lecture ka slide deck,The revised version of the lecture's slide deck has been uploaded.,lecture ka slide deck revised version upload hua
479,base,lab ka experiment procedure clearly document tha,The laboratory experiment procedure was clearly documented.,lab ka experiment procedure clearly document tha
479,topic_fronting,experiment procedure clearly document tha lab ka,Clearly document the experiment procedure in the lab.,lab ka experiment procedure clearly document tha
479,emphasis_shift,clearly document tha lab ka experiment procedure,Clearly document the laboratory experiment procedure.,lab ka experiment procedure clearly document tha
480,base,assignment ka late penalty policy strict hai,The late penalty policy for assignments is very strict.,assignment ka late penalty policy strict hai
480,topic_fronting,late penalty policy strict hai assignment ka,The late penalty policy is very strict for assignments.,assignment ka late penalty policy strict hai
480,emphasis_shift,strict hai assignment ka late penalty policy,There is a strict late penalty policy for assignments.,assignment ka late penalty policy strict hai
481,base,apartment ka water leakage complaint register hua,The apartment's water leakage complaint has been registered.,apartment ka water leakage complaint register hua
481,topic_fronting,water leakage complaint register hua apartment ka,There has been a complaint registered regarding a water leakage in the apartment.,apartment ka water leakage complaint register hua
481,emphasis_shift,register hua apartment ka water leakage complaint,The water leakage complaint in the apartment has been registered.,apartment ka water leakage complaint register hua
482,base,society ka CCTV footage access restricted hai,Access to CCTV footage is restricted in society.,society ka CCTV footage access restricted hai
482,topic_fronting,CCTV footage access restricted hai society ka,CCTV footage access is restricted in the society.,society ka CCTV footage access restricted hai
482,emphasis_shift,restricted hai society ka CCTV footage access,Access to CCTV footage is restricted in society.,society ka CCTV footage access restricted hai
483,base,parking ka reserved slot clearly mark nahi tha,The reserved parking slot was not clearly marked.,parking ka reserved slot clearly mark nahi tha
483,topic_fronting,reserved slot clearly mark nahi tha parking ka,The reserved parking slot was not clearly marked.,parking ka reserved slot clearly mark nahi tha
483,emphasis_shift,clearly mark nahi tha parking ka reserved slot,The reserved parking slot was not clearly marked.,parking ka reserved slot clearly mark nahi tha
484,base,power backup ka battery health degrade ho raha,The battery health of the power backup is degrading.,power backup is the health area of
484,topic_fronting,battery health degrade ho raha power backup ka,The battery's health is degrading due to power backup.,power backup is the health area of
484,emphasis_shift,degrade ho raha power backup ka battery health,The battery health of the power backup is degrading.,power backup is the health area of
485,base,house ka renovation timeline extend ho gaya,The renovation timeline for the house has been extended.,House renovation timeline extended
485,topic_fronting,renovation timeline extend ho gaya house ka,The renovation timeline has been extended for the house.,House renovation timeline extended
485,emphasis_shift,extend ho gaya house ka renovation timeline,The renovation timeline for the house has been extended.,House renovation timeline extended
486,base,team ka sprint planning session productive raha,The team's sprint planning session was productive.,team ka sprint planning session productive raha
486,topic_fronting,sprint planning session productive raha team ka,The team's sprint planning session was productive.,team ka sprint planning session productive raha
486,emphasis_shift,productive raha team ka sprint planning session,The team's sprint planning session was productive.,team ka sprint planning session productive raha
487,base,project ka risk assessment document update hua,The project risk assessment document has been updated.,project ka risk assessment document update hua
